source_file,source_path,extraction_status,extraction_error,evaluation_metadata.benchmark_run_metadata.benchmark_run_id,evaluation_metadata.benchmark_run_metadata.interview_id,evaluation_metadata.benchmark_run_metadata.system_prompt_id,evaluation_metadata.benchmark_run_metadata.system_prompt_generator,evaluation_metadata.benchmark_run_metadata.rag_model_id,evaluation_metadata.benchmark_run_metadata.corpus_condition,evaluation_metadata.benchmark_run_metadata.replicate_id,evaluation_metadata.condition,evaluation_metadata.scenario_id,comparison_ready_summary.primary_recommended_comparison_threshold,comparison_ready_summary.confidence_tradeoff.increment_from_high_and_moderate_to_all_confidence,comparison_ready_summary.confidence_tradeoff.increment_from_high_to_high_and_moderate,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.f1,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.false_negatives,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.false_positives,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.precision,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.recall,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.true_positives,comparison_ready_summary.mechanism_first_identification.high_and_moderate.f1,comparison_ready_summary.mechanism_first_identification.high_and_moderate.false_negatives,comparison_ready_summary.mechanism_first_identification.high_and_moderate.false_positives,comparison_ready_summary.mechanism_first_identification.high_and_moderate.precision,comparison_ready_summary.mechanism_first_identification.high_and_moderate.recall,comparison_ready_summary.mechanism_first_identification.high_and_moderate.true_positives,comparison_ready_summary.mechanism_first_identification.high_only.f1,comparison_ready_summary.mechanism_first_identification.high_only.false_negatives,comparison_ready_summary.mechanism_first_identification.high_only.false_positives,comparison_ready_summary.mechanism_first_identification.high_only.precision,comparison_ready_summary.mechanism_first_identification.high_only.recall,comparison_ready_summary.mechanism_first_identification.high_only.true_positives,comparison_ready_summary.segment_detection.all_identified_confidence_levels.correct_rejections,comparison_ready_summary.segment_detection.all_identified_confidence_levels.f1,comparison_ready_summary.segment_detection.all_identified_confidence_levels.false_alarm_rate,comparison_ready_summary.segment_detection.all_identified_confidence_levels.false_alarms,comparison_ready_summary.segment_detection.all_identified_confidence_levels.hit_rate,comparison_ready_summary.segment_detection.all_identified_confidence_levels.hits,comparison_ready_summary.segment_detection.all_identified_confidence_levels.misses,comparison_ready_summary.segment_detection.high_and_moderate.correct_rejections,comparison_ready_summary.segment_detection.high_and_moderate.f1,comparison_ready_summary.segment_detection.high_and_moderate.false_alarm_rate,comparison_ready_summary.segment_detection.high_and_moderate.false_alarms,comparison_ready_summary.segment_detection.high_and_moderate.hit_rate,comparison_ready_summary.segment_detection.high_and_moderate.hits,comparison_ready_summary.segment_detection.high_and_moderate.misses,comparison_ready_summary.segment_detection.high_only.correct_rejections,comparison_ready_summary.segment_detection.high_only.f1,comparison_ready_summary.segment_detection.high_only.false_alarm_rate,comparison_ready_summary.segment_detection.high_only.false_alarms,comparison_ready_summary.segment_detection.high_only.hit_rate,comparison_ready_summary.segment_detection.high_only.hits,comparison_ready_summary.segment_detection.high_only.misses,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.f1,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.false_negatives,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.false_positives,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.precision,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.recall,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.true_positives,comparison_ready_summary.strict_instance_identification.high_and_moderate.f1,comparison_ready_summary.strict_instance_identification.high_and_moderate.false_negatives,comparison_ready_summary.strict_instance_identification.high_and_moderate.false_positives,comparison_ready_summary.strict_instance_identification.high_and_moderate.precision,comparison_ready_summary.strict_instance_identification.high_and_moderate.recall,comparison_ready_summary.strict_instance_identification.high_and_moderate.true_positives,comparison_ready_summary.strict_instance_identification.high_only.f1,comparison_ready_summary.strict_instance_identification.high_only.false_negatives,comparison_ready_summary.strict_instance_identification.high_only.false_positives,comparison_ready_summary.strict_instance_identification.high_only.precision,comparison_ready_summary.strict_instance_identification.high_only.recall,comparison_ready_summary.strict_instance_identification.high_only.true_positives,comparison_ready_summary.taxonomy_gap.all_identified_confidence_levels.mechanism_first_f1_minus_strict_f1,comparison_ready_summary.taxonomy_gap.high_and_moderate.mechanism_first_f1_minus_strict_f1,comparison_ready_summary.taxonomy_gap.high_only.mechanism_first_f1_minus_strict_f1,evaluation_metadata.benchmark_run_metadata.decoding_configuration_id,evaluation_metadata.benchmark_run_metadata.retrieval_configuration_id,evaluation_metadata.benchmark_run_metadata.segment_map_id,evaluation_metadata.benchmark_run_metadata.temperature,evaluation_metadata.domain_id,evaluation_metadata.rag_output_parse_status,evaluation_metadata.rag_schema_assessment,evaluation_metadata.segment_map_status,evaluation_metadata.task,overall_evaluation_summary.benchmark_interpretation,overall_evaluation_summary.hidden_total_planned_occurrences,overall_evaluation_summary.main_failure_modes,overall_evaluation_summary.main_strengths,overall_evaluation_summary.mechanism_first_result,overall_evaluation_summary.rag_total_candidate_biases,overall_evaluation_summary.rag_total_identified_occurrences,overall_evaluation_summary.segment_level_primary_result,overall_evaluation_summary.strict_label_plus_mechanism_result
Analysis Gemini Embed Off HC_Ambigious_2.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Ambigious_2.json,ok,,HC_Ambigious_2_Gemini_off,HC_Ambigious_2,Gemini,Prompt 1_2,v1.0.0,off,,ambiguous_control,,high_and_moderate,No change: no identified occurrences at either threshold.,No change: no identified occurrences at either threshold.,,0,0,,,0,,0,0,,,0,,0,0,,,0,16,,0,0,,0,0,16,,0,0,,0,0,16,,0,0,,0,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,,,,k=0,,1,,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run is comparison-ready as a zero-bias control: it shows complete segment-level specificity with no identified-bias false alarms, while corpus fidelity remains unevaluable.",0,[],"[""Conservative abstention on a zero-occurrence control."",""Candidates include valid quotes and explicit non-bias explanations."",""All eligible segments were correctly rejected.""]",No hidden target instances and no identified occurrences; no false positives.,3,0,Perfect correct-rejection result on the 16-segment zero-bias control.,No hidden target instances and no identified occurrences; no false positives.
Analysis Gemini Embed Off HC_Biased_1.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Biased_1.json,ok,,HC_Biased_1_Gemini_off,HC_Biased_1,Gemini,Prompt 1_2,v1.0.0,off,,biased,HC_Biased_1,high_and_moderate,No change; there are no low-confidence identified occurrences.,Including the moderate-confidence occurrence changes segment detection from one miss to one hit and mechanism-first instance F1 from 0.0 to 1.0; strict F1 remains 0.0 because the label is a near-neighbor.,1.0,0,0,1.0,1.0,1,1.0,0,0,1.0,1.0,1,0.0,1,0,0.0,0.0,0,7,1.0,0.0,0,1.0,1,0,7,1.0,0.0,0,1.0,1,0,7,0.0,0.0,0,0.0,0,1,0.0,1,1,0.0,0.0,0,0.0,1,1,0.0,0.0,0,0.0,1,0,0.0,0.0,0,1.0,1.0,0.0,,k=0,,1.0,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This run demonstrates strong evidence localization and mechanism detection but a taxonomy-sensitive strict-label failure. The recommended high-and-moderate threshold preserves the detected signal, while the high-only threshold is too conservative for this moderate-confidence occurrence.",1,"[""Near-neighbor label substitution: anchoring bias was used instead of the hidden Expectation Bias label."",""The moderate confidence assignment causes a complete miss under the high-only threshold.""]","[""Correct localization to the ambiguous-vital-sign interpretation."",""Full match to the hidden mechanism and reasoning operation."",""Valid, faithful interview quotations with no false-alarm occurrences."",""Appropriate abstention from promoting the confirmation-bias candidate.""]","Mechanism-first performance is perfect at the recommended threshold: 1 true positive, 0 false negatives, and 0 false positives.",1,1,"At the recommended high-and-moderate threshold, the RAG detects the sole positive segment and produces no segment-level false alarms.","Strict performance is unsuccessful: the occurrence is correctly localized with the full mechanism but labeled anchoring bias rather than Expectation Bias, yielding 0 true positives, 1 false negative, and 1 false positive."
Analysis Gemini Embed Off HC_Biased_2.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Biased_2.json,ok,,HC_Biased_2_Gemini_off,HC_Biased_2,Gemini,Prompt 1_2,v1.0.0,off,,biased,HC_Biased_2,high_and_moderate,"Adding the low-confidence obs_001 changes segment detection from 1/2 to 2/2 and mechanism-first instance recall from 0.5 to 1.0; strict recall rises from 0.0 to 0.5, while one mislabeled high-confidence occurrence remains.",No change: no moderate-confidence identified occurrences were present.,1.0,0,0,1.0,1.0,2,0.6667,1,0,1.0,0.5,1,0.6667,1,0,1.0,0.5,1,18,1.0,0.0,0,1.0,2,0,18,0.6667,0.0,0,0.5,1,1,18,0.6667,0.0,0,0.5,1,1,0.5,1,1,0.5,0.5,1,0.0,2,1,0.0,0.0,0,0.0,2,1,0.0,0.0,0,0.5,0.6667,0.6667,,k=0,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This run shows perfect mechanism-first detection at all confidence levels but a taxonomy error on one occurrence, producing a strict taxonomy gap; segment false-alarm control is perfect.",2,"[""Mislabeled the day-three impact-bias occurrence as omission bias."",""The correctly labeled initial omission finding was assigned low confidence and is excluded at the recommended threshold.""]","[""Both identified occurrences are localized to the correct decision episodes with valid verbatim evidence."",""Both stated mechanisms fully match the hidden mechanisms; candidates were not promoted.""]","At all confidence levels, both hidden instances are true positives with full mechanism and valid localization, yielding precision, recall, and F1 of 1.0.",2,2,"At the recommended high-and-moderate threshold, 1 of 2 positive segments is detected, with 0 false alarms; the low-confidence finding raises detection to 2 of 2.","At all confidence levels, 1 of 2 hidden instances is a strict true positive; the day-three instance is correctly located with the full mechanism but mislabeled as omission bias."
Analysis Gemini Embed Off HC_Biased_3.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Biased_3.json,ok,,HC_Biased_3_Gemini_off,HC_Biased_3,Gemini,Prompt 1_2,v1.0.0,off,null,biased,HC_Biased_3,high_and_moderate,No change: there are no low-confidence identified occurrences.,Adding moderate-confidence findings raises segment hit rate from 0.3333 to 1.0 and strict instance F1 from 0.5 to 0.6667; mechanism-first F1 rises from 0.8 to 1.0.,1.0,0,0,1.0,1.0,3,1.0,0,0,1.0,1.0,3,0.8,1,0,1.0,0.6666666667,2,5,1.0,0.0,0,1.0,3,0,5,1.0,0.0,0,1.0,3,0,5,0.5,0.0,0,0.3333333333,1,2,0.6666666667,1,1,0.6666666667,0.6666666667,2,0.6666666667,1,1,0.6666666667,0.6666666667,2,0.5,2,0,1.0,0.3333333333,1,0.3333333333,0.3333333333,0.3,null,k=0,null,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This run has perfect segment detection and mechanism-first identification at high-and-moderate confidence, with a small strict taxonomy gap caused by a near-neighbor label choice rather than a failure to detect the underlying reasoning pattern.",3,"[""Near-neighbor label substitution: anchoring bias was used as the primary label for a premature-closure instance."",""The two non-outcome occurrences are only moderate confidence, so a high-only operating point underdetects them.""]","[""All identified quotations are valid, verbatim, and localized to the correct reasoning episodes."",""Action bias and outcome bias are correctly labeled and mechanistically grounded."",""The affect-heuristic candidate was appropriately withheld from primary scoring.""]",All three hidden mechanisms are correctly localized and detected at high-and-moderate confidence; the only taxonomy gap is the anchoring-versus-premature-closure label distinction.,1,3,"At the recommended high-and-moderate threshold, all three positive segments are detected with zero false alarms; high-only misses the two moderate-confidence episodes.","Two of three hidden instances are strict true positives. The premature-closure episode is localized and mechanistically correct but mislabeled as anchoring bias, producing one strict false negative and one near-neighbor label false positive."
Analysis Gemini Embed Off HC_Biased_4.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Biased_4.json,ok,,HC_Biased_4_Gemini_off,HC_Biased_4,Gemini,Prompt 1_2,v1.0.0,off,,biased,HC_Biased_4,high_and_moderate,No change; there were no low-confidence identified occurrences.,Segment detection rises from 2 to 4 hits; strict instance F1 rises from 0.0000 to 0.5000 and mechanism-first F1 from 0.6667 to 1.0000.,1.0,0,0,1.0,1.0,4,1.0,0,0,1.0,1.0,4,0.6667,2,0,1.0,0.5,2,4,1.0,0.0,0,1.0,4,0,4,1.0,0.0,0,1.0,4,0,4,0.6667,0.0,0,0.5,2,2,0.5,2,2,0.5,0.5,2,0.5,2,2,0.5,0.5,2,0.0,4,2,0.0,0.0,0,0.5,0.5,0.6667,,k=0,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This run shows perfect segment detection and mechanism-first identification at the recommended high_and_moderate threshold, with a taxonomy gap caused by two distinct but closely related labels.",4,"[""Two occurrences used near-neighbor labels instead of the benchmark's Affect Heuristic and Primacy Bias labels."",""High-only strict scoring misses both high-confidence occurrences because both high-confidence labels are near neighbors.""]","[""All four occurrences were localized with valid verbatim evidence."",""All four hidden mechanisms were captured fully under the mechanism-first scorecard."",""The candidate confirmation-bias hypothesis was appropriately abstained from as a candidate rather than promoted.""]","4 true positives, 0 false negatives, and 0 false positives at high_and_moderate and all-confidence thresholds.",1,4,4/4 positive segments detected and 4/4 negative segments correctly rejected at high_and_moderate and all-confidence thresholds.,"2 true positives, 2 false negatives, and 2 false positives at high_and_moderate and all-confidence thresholds; the two errors are correct-location near-neighbor labels."
Analysis Gemini Embed Off HC_Biased_5.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Biased_5.json,ok,,HC_Biased_5_Gemini_off,HC_Biased_5,Gemini,Prompt 1_2,v1.0.0,off,,biased,HC_Biased_5,high_and_moderate,No increment; all identified occurrences were high confidence.,No increment; all identified occurrences were high confidence.,1.0,0,0,1.0,1.0,5,1.0,0,0,1.0,1.0,5,1.0,0,0,1.0,1.0,5,9,1.0,0.0,0,1.0,5,0,9,1.0,0.0,0,1.0,5,0,9,1.0,0.0,0,1.0,5,0,0.75,2,2,0.6,0.6,3,0.75,2,2,0.6,0.6,3,0.75,2,2,0.6,0.6,3,0.25,0.25,0.25,,k=0,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run shows perfect evidence localization and mechanism detection, with a 0.25 F1 taxonomy gap caused solely by two label substitutions.",5,"[""Two correct mechanisms were assigned near-neighbor labels rather than the hidden target labels.""]","[""All occurrences were correctly localized."",""All quotes were valid and directly supportive."",""All hidden mechanisms were captured.""]",5 mechanism-first true positives with no false negatives or false positives.,0,5,"Perfect segment detection: 5 hits, 0 misses, 0 false alarms, and 9 correct rejections.","3 strict true positives, 2 false negatives, and 2 false positives caused by near-neighbor labels."
Analysis Gemini Embed Off HC_Biased_6.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Biased_6.json,ok,,HC_Biased_6_Gemini_off,HC_Biased_6,Gemini,Prompt 1_2,v1.0.0,off,,biased,HC_Biased_6,high_and_moderate,"Adding the low-confidence ambiguity occurrence raises segment hits from 5 to 6, strict F1 from 0.7273 to 0.8333, and mechanism-first F1 from 0.9091 to 1.0000.",Segment hits rise from 4 to 5; strict instance F1 rises from 0.6000 to 0.7273 and mechanism-first F1 from 0.8000 to 0.9091.,1.0,0,0,1.0,1.0,6,0.9091,1,0,1.0,0.8333,5,0.8,2,0,1.0,0.6667,4,2,1.0,0.0,0,1.0,6,0,2,0.9091,0.0,0,0.8333,5,1,2,0.8,0.0,0,0.6667,4,2,0.8333,1,1,0.8333,0.8333,5,0.7273,2,1,0.8,0.6667,4,0.6,3,1,0.75,0.5,3,0.1667,0.1818,0.2,,k=0,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run has perfect segment detection at the recommended threshold, with one taxonomy mismatch and one low-confidence omission; including all confidence levels yields complete mechanism-first identification.",6,"[""Availability heuristic was used instead of the hidden Recency Bias label."",""The low-confidence ambiguity occurrence is omitted at the recommended threshold.""]","[""All identified occurrences were localized with valid verbatim evidence."",""All hidden mechanisms were captured fully under the mechanism-first scorecard."",""No negative segments were flagged and no unsupported candidates were promoted.""]","At high_and_moderate, 5 true positives, 1 false negative, and 0 false positives; all six mechanisms are correctly captured when low confidence is included.",0,6,All 6 positive segments were detected and both negative segments were correctly rejected at the recommended high_and_moderate threshold.,"At high_and_moderate, 4 true positives, 2 false negatives, and 1 false positive; the error is a correct-location near-neighbor label for Recency Bias."
Analysis Gemini Embed Off HC_Biased_7.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Biased_7.json,ok,,HC_Biased_7_Gemini_off,HC_Biased_7,Gemini,Prompt 1_2,v1.0.0,off,null,biased,HC_Biased_7,high_and_moderate,No change; there are no low-confidence identified occurrences.,"Adding moderate-confidence occurrences increases segment hits from 2 to 5 and instance true positives from 2 to 4, while adding one near-neighbor false positive; strict instance F1 rises from 0.444444 to 0.666667.",0.666667,3,1,0.8,0.571429,4,0.666667,3,1,0.8,0.571429,4,0.444444,5,0,1,0.285714,2,8,0.833333,0,0,0.714286,5,2,8,0.833333,0,0,0.714286,5,2,8,0.444444,0,0,0.285714,2,5,0.666667,3,1,0.8,0.571429,4,0.666667,3,1,0.8,0.571429,4,0.444444,5,0,1,0.285714,2,0,0,0,null,k=0,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run is conservative and well localized but incomplete: it detects four of seven hidden instances strictly, with a useful confirmation-bias candidate left below the identification threshold.",7,"[""Missed confirmation bias."",""Missed expectation bias."",""Substituted affect heuristic for impact bias without establishing overestimation.""]","[""Correctly localized anchoring, availability, omission, and overconfidence-related reasoning."",""Used valid interview evidence without fabricated quotations."",""Maintained conservative candidate handling and produced no negative-segment false alarms.""]",Identical to the strict result because the affect-heuristic prediction does not fully establish the hidden impact-bias mechanism.,2,5,"Strong localization and no segment-level false alarms at the recommended threshold, with five hits and two misses.","At high_and_moderate confidence, four strict true positives, three false negatives, and one near-neighbor false positive; precision 0.8, recall 0.571429, F1 0.666667."
Analysis Gemini Embed Off HC_Counterfactual_5.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Counterfactual_5.json,ok,,HC_Counterfactual_5_Gemini_off,HC_Counterfactual_5,Gemini,Prompt 1_2,v1.0.0,off,,counterfactual,HC_Counterfactual_5,high_and_moderate,No change; there were no low-confidence identified occurrences.,"Adding the moderate-confidence framing finding raises segment F1 from 0.8889 to 1.0, strict instance F1 from 0.4444 to 0.6, and mechanism-first F1 from 0.8889 to 1.0.",1.0,0,0,1.0,1.0,5,1.0,0,0,1.0,1.0,5,0.8889,1,0,1.0,0.8,4,5,1.0,0.0,0,1.0,5,0,5,1.0,0.0,0,1.0,5,0,5,0.8889,0.0,0,0.8,4,1,0.6,2,2,0.6,0.6,3,0.6,2,2,0.6,0.6,3,0.4444,3,2,0.5,0.4,2,0.4,0.4,0.4445,,k=0,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run is perfect on segment detection and mechanism-first identification at the recommended threshold, while strict label performance reveals a meaningful ontology/taxonomy gap.",5,"[""Two taxonomy mismatches reduce strict performance: availability heuristic versus Risk Tolerance/aversion and overconfidence bias versus Optimism Bias."",""The framing finding is moderate confidence and is missed at the high-only threshold.""]","[""All five identified occurrences have valid, directly supportive interview evidence."",""All five hidden mechanisms are captured with exact localization."",""No negative-segment false alarms, duplicate predictions, or fabricated quotations.""]",All five hidden mechanisms are correctly localized and detected with no false positives.,0,5,"Perfect all-confidence segment detection: 5 hits, 0 misses, 0 false alarms, and 5 correct rejections.",Three of five occurrences are strict true positives; two are correctly localized with full mechanisms but near-neighbor labels.
Analysis Gemini Embed Off HC_Vocab_Control_3.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed Off HC_Vocab_Control_3.json,ok,,HC_Vocab_Control_3_Gemini_off,HC_Vocab_Control_3,Gemini,Prompt 1_2,v1.0.0,off,,vocabulary_control,HC_Vocab_Control_3,high_and_moderate,No change; there are no low-confidence identified occurrences.,Two additional moderate-confidence false-positive occurrences are added; precision and F1 remain 0.0.,0.0,0,5,0.0,,0,0.0,0,5,0.0,,0,0.0,0,2,0.0,,0,13,,0.0,0,,0,0,13,,0.0,0,,0,0,13,,0.0,0,,0,0,0.0,0,5,0.0,,0,0.0,0,5,0.0,,0,0.0,0,2,0.0,,0,0.0,0.0,0.0,,k=0,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,This run demonstrates catastrophic content grounding failure on a zero-bias control. Detection metrics at the segment level remain correct only because none of the unrelated occurrences can be localized; instance-level precision is 0.0 at every threshold.,0,"[""Cross-interview contamination or hallucinated ACL evidence"",""Five unsupported identified bias predictions with invalid quotes"",""One occurrence-level retrieved-support claim conflicts with corpus-off k=0 metadata""]","[""RAG output is valid JSON and its summary counts are internally consistent"",""RAG distinguishes identified occurrences from candidates"",""Benchmark metadata and the supplied zero-bias segment map permit complete thresholded adjudication""]","Same as strict: no occurrence has valid interview evidence, localization, or a mechanism relation to this zero-bias chest-pain interview.",2,5,"Zero-bias control: 13 of 13 eligible segments are correct rejections, with no localized RAG false alarm.",No hidden instances were present; all five identified occurrences are strict false positives because their evidence belongs to a different ACL interview.
Analysis Sonar Embed HC_Ambigious_2.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Sonar Embed HC_Ambigious_2.json,ok,,HC_Ambigious_2_Sonar_on,HC_Ambigious_2,Sonar,Prompt 1_2,v1.0.0,on,,ambiguous_control,,high_and_moderate,No change: no identified occurrences at any confidence level.,No change: no identified occurrences at either threshold.,,0,0,,,0,,0,0,,,0,,0,0,,,0,16,,0.0,0,,0,0,16,,0.0,0,,0,0,16,,0.0,0,,0,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,,,,k=25,,1,,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,The run demonstrates correct conservative behavior on a zero-occurrence ambiguous-control interview. Corpus fidelity and dataset-level significance cannot be inferred from this single run.,0,[],"[""Correctly abstained from identifying bias in a documented ambiguous control."",""Reported two plausible candidates without promoting them to findings."",""Used valid interview quotations and consistent summary counts.""]",No hidden occurrences and no false-positive identified predictions.,2,0,Perfect zero-occurrence control handling: 16 of 16 eligible segments were correct rejections.,No hidden occurrences and no false-positive identified predictions.
Analysis Sonar Embed HC_Biased_1.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Sonar Embed HC_Biased_1.json,ok,,HC_Biased_1_Sonar_on,HC_Biased_1,Sonar,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_1,high_and_moderate,No change: no low-confidence occurrences were present.,No change: no moderate-confidence occurrences were present.,0.6666666667,0,1,0.5,1,1,0.6666666667,0,1,0.5,1,1,0.6666666667,0,1,0.5,1,1,7,1,0,0,1,1,0,7,1,0,0,1,1,0,7,1,0,0,1,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0.6666666667,0.6666666667,0.6666666667,,k=25,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run demonstrates strong segment detection and mechanism recognition but imperfect ontology precision: the main target was identified under a near-neighbor label, while a related but distinct additional construct was overdetected.",1,"[""Used anchoring bias instead of the hidden Expectation Bias label."",""Added search satisficing as a separate occurrence despite the single-instance ground truth.""]","[""Localized the target reasoning episode correctly."",""Captured the full hidden mechanism with valid verbatim interview evidence."",""Correctly avoided flagging protocol adherence, evidence updating, uncertainty tolerance, and retrospective reflection.""]","One mechanism-first true positive and one false positive, yielding precision 0.5, recall 1.0, and F1 0.6666666667.",0,2,"Perfect segment-level detection: 1 hit, 0 misses, 0 false alarms, and 7 correct rejections.","No strict true positive. The target mechanism was assigned the near-neighbor label anchoring bias, and an additional search-satisficing occurrence was a duplicate/different-construct false positive."
Analysis Sonar Embed HC_Biased_2.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Sonar Embed HC_Biased_2.json,ok,,HC_Biased_2_Sonar_on,HC_Biased_2,Sonar,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_2,high_and_moderate,Adding low confidence leaves segment recall complete but reduces segment F1 from 1.0 to 0.8 and mechanism-first instance F1 from 1.0 to 0.8 because of one availability false alarm; strict instance F1 falls from 0.5 to 0.4.,"Adding moderate confidence changes segment F1 from 0.6666666667 to 1.0, strict instance F1 from 0.0 to 0.5, and mechanism-first instance F1 from 0.6666666667 to 1.0.",0.8,0,1,0.6666666667,1.0,2,1.0,0,0,1.0,1.0,2,0.6666666667,1,0,1.0,0.5,1,17,0.8,0.0555555556,1,1.0,2,0,18,1.0,0.0,0,1.0,2,0,18,0.6666666667,0.0,0,0.5,1,1,0.4,1,2,0.3333333333,0.5,1,0.5,1,1,0.5,0.5,1,0.0,2,1,0.0,0.0,0,0.4,0.5,0.6666666667,,k=25,,1,HC,valid_json,conformant,prevalidated_provided,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run has strong segment detection and mechanism recognition at high_and_moderate confidence, but strict ontology performance is limited by confusing Impact Bias with the related Omission Bias construct.",2,"[""Correctly localized Impact Bias evidence was assigned the near-neighbor label Omission Bias."",""A low-confidence Availability Heuristic prediction was a false positive in a negative segment."",""Omission Bias was overcounted because the final occurrence received the same label.""]","[""Exact localization and full mechanism match for the initial Omission Bias instance."",""Exact localization and substantive mechanism capture for the final emotional-forecast instance."",""Valid interview quotations and useful abstention on the anchoring candidate.""]","The run captures both hidden mechanisms at the recommended threshold despite the taxonomy error, with mechanism-first precision, recall, and F1 all equal to 1.0.",1,3,"At the recommended high_and_moderate threshold, both positive segments are detected with no segment-level false alarms.","The run strictly matches Omission Bias but mislabels the Impact Bias occurrence as Omission Bias; all-confidence strict precision is 0.3333333333, recall is 0.5, and F1 is 0.4."
